gruppe,drivlinje,periode,tilgang,andel_av_tilgang_pct,bestand_3112,tilgang_pct_av_bestand,bestand_forrige,tilgang_pct_av_bestand_forrige,nettoavgang,avgangsrate_pct,status,kilde,merknad
personbiler,annet,2021,3,0.0015423212963724601,231,1.2987012987012987,240,1.25,12,5.0,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,fossil_bensin_diesel,2021,15356,7.894628609031834,2096047,0.7326171598251375,2196802,0.6990161152438864,116111,5.285455858106466,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,bensin,2022,5361,2.7801834786261406,822133,0.6520842734691346,891950,0.6010426593418914,75178,8.42849935534503,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,diesel,2022,5350,2.774478942482718,1135538,0.47114231315904886,1204097,0.44431636321658474,73909,6.1381267456027215,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,elektrisitet,2022,152813,79.24793469861898,599169,25.504156590210776,460734,33.16729392664748,14378,3.120672665789805,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,hybrid,2022,29303,15.196365691882447,348969,8.397020938822646,324089,9.041652138764352,4423,1.364748572151477,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,annet,2022,2,0.0010371883897131657,203,0.9852216748768473,231,0.8658008658008658,30,12.987012987012985,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,fossil_bensin_diesel,2022,10711,5.554662421108858,1957671,0.5471297271094071,2096047,0.5110095336602661,149087,7.112769894949874,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,bensin,2023,2714,2.072182816305651,760010,0.35710056446625704,822133,0.3301169032261203,64837,7.886436866054519,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,diesel,2023,3169,2.4195826620753897,1065135,0.29752097152004203,1135538,0.27907476456093944,73572,6.479043413782717,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,elektrisitet,2023,106327,81.18238110144839,689169,15.428291173863014,599169,17.745744522830787,16327,2.7249407095493927,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,hybrid,2023,18758,14.322035839447825,362194,5.178992473646719,348969,5.37526255913849,5533,1.5855276543188648,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,annet,2023,5,0.0038175807227443822,184,2.717391304347826,203,2.4630541871921183,24,11.822660098522167,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,fossil_bensin_diesel,2023,5883,4.491765478381041,1825145,0.3223305545586789,1957671,0.3005101470063152,138409,7.070084809960407,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,bensin,2024,2092,1.5542001292690355,715217,0.2924986402728123,760010,0.2752595360587361,46885,6.168997776345049,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,diesel,2024,3038,2.2570076447033127,1005761,0.30205983330035663,1065135,0.28522206105329373,62412,5.859538931684716,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,elektrisitet,2024,118169,87.79076246443243,788750,14.981806656101426,689169,17.146592490376094,18588,2.6971613639034837,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,hybrid,2024,11301,8.395800985119202,369835,3.0556869955520707,362194,3.1201510792558684,3660,1.0105081806987417,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,annet,2024,3,0.0022287764760072215,165,1.8181818181818181,184,1.6304347826086956,22,11.956521739130435,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,fossil_bensin_diesel,2024,5130,3.8112077739723484,1720978,0.2980863206850988,1825145,0.2810735585391846,109297,5.988400921570615,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,bensin,2025,2192,1.1700526310170705,676614,0.3239661017951151,715217,0.3064804108403464,40795,5.703863303025515,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,diesel,2025,1908,1.0184582207940558,942780,0.20238019474320626,1005761,0.18970709741181058,64889,6.451731574399883,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,elektrisitet,2025,177630,94.81589819688057,945182,18.793205964565555,788750,22.520443740095086,21198,2.687543581616482,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,hybrid,2025,5608,2.99345581876995,371004,1.511573999202165,369835,1.5163518866521557,4439,1.2002649830329741,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
personbiler,annet,2025,4,0.002135132538352318,158,2.5316455696202533,165,2.4242424242424243,11,6.666666666666667,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
