kontroll,periode,eb_elektrisitet_GWh,km_rene_elbiler_mill,km_ladbare_hybrider_mill,antatt_elbil_kwh_per_km,rest_til_hybrider_GWh,implisert_elandel_hybrid,merknad
utility_factor_identifikasjon,2022,2000.0,8242.3,2908.4,0.2,351.53999999999996,0.6043529088158437,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2022,2000.0,8242.3,2908.4,0.22,186.6940000000002,0.2917786724347035,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2022,2000.0,8242.3,2908.4,0.24,21.848000000000184,0.031300142117086406,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2023,2472.222222222222,10304.3,3096.5,0.18,617.4482222222223,1.1077887619036229,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2023,2472.222222222222,10304.3,3096.5,0.2,411.36222222222204,0.6642374006494786,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2023,2472.222222222222,10304.3,3096.5,0.22,205.27622222222226,0.3013317414415429,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2023,2472.222222222222,10304.3,3096.5,0.24,-0.8097777777775264,,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2024,2777.777777777778,11607.8,3187.9,0.18,688.3737777777778,1.1996294631048963,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2024,2777.777777777778,11607.8,3187.9,0.2,456.2177777777779,0.7155459358477021,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2024,2777.777777777778,11607.8,3187.9,0.22,224.06177777777793,0.31947759536454307,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2024,2777.777777777778,11607.8,3187.9,0.24,-8.094222222222015,,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2025,3305.555555555555,13943.1,3181.2000000000003,0.18,795.7975555555554,1.3897578055023878,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2025,3305.555555555555,13943.1,3181.2000000000003,0.2,516.9355555555549,0.8124851558461506,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2025,3305.555555555555,13943.1,3181.2000000000003,0.22,238.07355555555523,0.3401711697637758,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
utility_factor_identifikasjon,2025,3305.555555555555,13943.1,3181.2000000000003,0.24,-40.78844444444485,,En variasjon på ±20 prosent i antatt elbilintensitet spenner implisert elandel over hele det mulige intervallet og utenfor. Utility factor er derfor ikke identifiserbar fra disse dataene og må hentes eksternt
